Title,Product,Category,Geography,Frequency,Reference Period,Release Date,Table No,Download URL,Data Source,Description
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto October 2022,IIP,Industrial Statistics,All India,Monthly,Oct 2022,12 Dec 2022,IIPMFY23023OCT,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_oct22_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto October 2022,IIP,Industrial Statistics,All India,Monthly,Oct 2022,12 Dec 2022,IIPMFY23024OCT,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_oct22_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto September 2022,IIP,Industrial Statistics,All India,Monthly,Sep 2022,11 Nov 2022,IIPMFY23025SEP,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_sep22_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto September 2022,IIP,Industrial Statistics,All India,Monthly,Sep 2022,11 Nov 2022,IIPMFY23026SEP,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_sep22_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto September 2022,IIP,Industrial Statistics,All India,Monthly,Sep 2022,11 Nov 2022,IIPMFY23027SEP,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_sep22_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto September 2022,IIP,Industrial Statistics,All India,Monthly,Sep 2022,11 Nov 2022,IIPMFY23028SEP,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_sep22_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto August 2022,IIP,Industrial Statistics,All India,Monthly,Aug 2022,12 Oct 2022,IIPMFY23029AUG,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_aug22_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto August 2022,IIP,Industrial Statistics,All India,Monthly,Aug 2022,12 Oct 2022,IIPMFY23030AUG,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_aug22_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto August 2022,IIP,Industrial Statistics,All India,Monthly,Aug 2022,12 Oct 2022,IIPMFY23031AUG,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_aug22_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto August 2022,IIP,Industrial Statistics,All India,Monthly,Aug 2022,12 Oct 2022,IIPMFY23032AUG,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_aug22_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto July 2022,IIP,Industrial Statistics,All India,Monthly,Jul 2022,12 Sep 2022,IIPMFY23033JUL,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_jul22_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto July 2022,IIP,Industrial Statistics,All India,Monthly,Jul 2022,12 Sep 2022,IIPMFY23034JUL,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_jul22_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto July 2022,IIP,Industrial Statistics,All India,Monthly,Jul 2022,12 Sep 2022,IIPMFY23035JUL,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_jul22_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto July 2022,IIP,Industrial Statistics,All India,Monthly,Jul 2022,12 Sep 2022,IIPMFY23036JUL,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_jul22_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto June 2022,IIP,Industrial Statistics,All India,Monthly,Jun 2022,12 Aug 2022,IIPMFY23037JUN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_jun22_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto June 2022,IIP,Industrial Statistics,All India,Monthly,Jun 2022,12 Aug 2022,IIPMFY23038JUN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_jun22_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto June 2022,IIP,Industrial Statistics,All India,Monthly,Jun 2022,12 Aug 2022,IIPMFY23039JUN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_jun22_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto June 2022,IIP,Industrial Statistics,All India,Monthly,Jun 2022,12 Aug 2022,IIPMFY23040JUN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_jun22_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto May 2022,IIP,Industrial Statistics,All India,Monthly,May 2022,12 Jul 2022,IIPMFY23041MAY,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_may22_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto May 2022,IIP,Industrial Statistics,All India,Monthly,May 2022,12 Jul 2022,IIPMFY23042MAY,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_may22_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto May 2022,IIP,Industrial Statistics,All India,Monthly,May 2022,12 Jul 2022,IIPMFY23043MAY,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_may22_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto May 2022,IIP,Industrial Statistics,All India,Monthly,May 2022,12 Jul 2022,IIPMFY23044MAY,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_may22_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto April 2022,IIP,Industrial Statistics,All India,Monthly,Apr 2022,10 Jun 2022,IIPMFY23045APR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_apr22_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto April 2022,IIP,Industrial Statistics,All India,Monthly,Apr 2022,10 Jun 2022,IIPMFY23046APR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_apr22_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto April 2022,IIP,Industrial Statistics,All India,Monthly,Apr 2022,10 Jun 2022,IIPMFY23047APR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_apr22_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto April 2022,IIP,Industrial Statistics,All India,Monthly,Apr 2022,10 Jun 2022,IIPMFY23048APR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2022-23/IndicesIIP2011-12Monthly_annual_apr22_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto March 2022,IIP,Industrial Statistics,All India,Monthly,Mar 2022,12 May 2022,IIPMFY22081MAR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_mar22_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto March 2022,IIP,Industrial Statistics,All India,Monthly,Mar 2022,12 May 2022,IIPMFY22082MAR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_mar22_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto March 2022,IIP,Industrial Statistics,All India,Monthly,Mar 2022,12 May 2022,IIPMFY22083MAR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_mar22_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto March 2022,IIP,Industrial Statistics,All India,Monthly,Mar 2022,12 May 2022,IIPMFY22084MAR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_mar22_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto February 2022,IIP,Industrial Statistics,All India,Monthly,Feb 2022,12 Apr 2022,IIPMFY22065FEB,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_feb22_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto February 2022,IIP,Industrial Statistics,All India,Monthly,Feb 2022,12 Apr 2022,IIPMFY22066FEB,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_feb22_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto February 2022,IIP,Industrial Statistics,All India,Monthly,Feb 2022,12 Apr 2022,IIPMFY22067FEB,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_feb22_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto February 2022,IIP,Industrial Statistics,All India,Monthly,Feb 2022,12 Apr 2022,IIPMFY22068FEB,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_feb22_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto January 2022,IIP,Industrial Statistics,All India,Monthly,Jan 2022,11 Mar 2022,IIPMFY22069JAN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_jan22_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto January 2022,IIP,Industrial Statistics,All India,Monthly,Jan 2022,11 Mar 2022,IIPMFY22070JAN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_jan22_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto January 2022,IIP,Industrial Statistics,All India,Monthly,Jan 2022,11 Mar 2022,IIPMFY22071JAN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_jan22_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto January 2022,IIP,Industrial Statistics,All India,Monthly,Jan 2022,11 Mar 2022,IIPMFY22072JAN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_jan22_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto December 2021,IIP,Industrial Statistics,All India,Monthly,Dec 2021,11 Feb 2022,IIPMFY22061DEC,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_dec21_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto December 2021,IIP,Industrial Statistics,All India,Monthly,Dec 2021,11 Feb 2022,IIPMFY22062DEC,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_dec21_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto December 2021,IIP,Industrial Statistics,All India,Monthly,Dec 2021,11 Feb 2022,IIPMFY22063DEC,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_dec21_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto December 2021,IIP,Industrial Statistics,All India,Monthly,Dec 2021,11 Feb 2022,IIPMFY22064DEC,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2021-22/IndicesIIP2011-12Monthly_annual_dec22_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
