Title,Product,Category,Geography,Frequency,Reference Period,Release Date,Table No,Download URL,Data Source,Description
Unemployment Rate (UR) (in per cent) according to current weekly status for all India,PLFS,Labour Statistics,All India,Quarterly,2024-25,18 Nov 2024,PLFQAY24018ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/Quarterly/PLFS%20July-Sep%202024/Table_7.xlsx,National Sample Survey Office,"PLFS Quarterly Bulletins are brought out, corresponding to different quarters of the survey period, giving estimates of labour force indicators, viz., Labour Force Participation Rate (LFPR), Worker Population Ratio (WPR), Unemployment Rate (UR), distribution of workers by broad status in employment and industry of work in the Current Weekly Status (CWS) for the urban areas. Twenty such Quarterly Bulletins starting from the quarter October - December 2018 upto the quarter July – September 2023 have already been released."
"Number of Urban Frame Survey (UFS) blocks, households and persons surveyed by age and gender for all India",PLFS,Labour Statistics,All India,Quarterly,2024-25,18 Nov 2024,PLFQAY24013ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/Quarterly/PLFS%20July-Sep%202024/Table_1.xlsx,National Sample Survey Office,"PLFS Quarterly Bulletins are brought out, corresponding to different quarters of the survey period, giving estimates of labour force indicators, viz., Labour Force Participation Rate (LFPR), Worker Population Ratio (WPR), Unemployment Rate (UR), distribution of workers by broad status in employment and industry of work in the Current Weekly Status (CWS) for the urban areas. Twenty such Quarterly Bulletins starting from the quarter October - December 2018 upto the quarter July – September 2023 have already been released."
"Number of villages / blocks, households surveyed and persons enumerated by age and gender for each State / UT",PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24001ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_1.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
"Estimated number of households, average household size and sex ratio for each State/UT",PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24002ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_2.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Percentage distribution of households by household type for rural areas for each State / UT,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24003ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_3R.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Percentage distribution of households by household type for urban areas for each State / UT,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24004ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_4U.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Percentage distribution of persons by marital status,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24005ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_5.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017."
Dependency ratio of persons for each State / UT,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24006ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_6.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017."
Literacy rate (in per cent) of persons of different age groups for each State / UT,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24007ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_7.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Percentage distribution of persons by general educational level for each State / UT,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24008ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_8.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Percentage distribution of persons of age 15 years & above by technical educational level,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24009ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_9.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Percentage distribution of persons of age 15 years and above who are literate through formal schooling by usual status (ps+ss) for different number of years spent in formal education,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24010ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_10.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Average number of years spent in formal education by workers in usual status (ps+ss) of different age groups (age: 15-29 years / 15-59 years / 15 years and above) who are literate through formal schooling by industry of work,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24011ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_11.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Percentage distribution of persons of different age groups by vocational/technical training received,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24012ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_12.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Percentage distribution of persons in the age group 15-59 years who received formal vocational/technical training by field of training for each broad usual status (ps+ss),PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24013ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_13.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Percentage distribution of persons in the age group 15-59 years who received formal vocational/technical training by broad usual activity status (ps+ss),PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24014ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_14.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Percentage distribution of persons by usual status (ps+ss) for each age-group,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24015ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_15.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Labour Force Participation Rate (LFPR) (in per cent) according to usual status (ps+ss) for each State / UT,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24016ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_16.0.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Labour Force Participation Rate (LFPR) (in per cent) according to usual principal status (ps),PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24017ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_16.1.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Worker Population Ratio (WPR) (in per cent) according to usual status (ps+ss) for each State / UT,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24018ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_17.0.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Worker Population Ratio (WPR) (in per cent) according to usual principal status (ps),PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24019ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_17.1.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Unemployment Rate (UR) (in per cent) according to usual status (ps) for each State/UT,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24020ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_18.0..xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Unemployment Rate (UR) (in per cent) according to usual status (ps+ss) for each State / UT,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24021ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_18.1.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Percentage distribution of workers in usual status (ps+ss) by broad status in employment for each State / UT,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24022ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_19.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Percentage distribution of workers in usual status (ps+ss) by broad status in employment for each industry of work,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24023ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_20.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Percentage distribution of persons by usual status (ps+ss) for each general educational level,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24024ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_21.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Labour Force Participation Rate (LFPR) (in per cent) according to usual status (ps+ss) for persons of age 15 years and above of different general education level for each State/UT,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24025ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_22.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Worker Population Ratio (WPR) (in per cent) according to usual status (ps+ss) for persons of age 15 years and above of different general education level for each State/UT,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24026ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_23.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Unemployment Rate (UR) (in per cent) according to usual status (ps+ss) for persons of age 15 years and above of different general education level for each State/UT,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24027ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_24.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Percentage distribution of workers in usual status (ps+ss) by occupation group / subdivision / division as per National Classification of Occupation (NCO 2004),PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24028ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_25.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Percentage distribution of usually working persons (ps+ss) by industry of work,PLFS,Labour Statistics,All India,Annual,2023-24,24 Sep 2024,PLFAAY24029ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2023-24/Table_26.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
