Title,Product,Category,Geography,Frequency,Reference Period,Release Date,Table No,Download URL,Data Source,Description
Monthly indices and growth rates of industrial production as per use-based classification upto June 2018,IIP,Industrial Statistics,All India,Monthly,Jun 2018,10 Aug 2018,IIPMFY19234JUN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_jun18_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto May 2018,IIP,Industrial Statistics,All India,Monthly,May 2018,12 Jul 2018,IIPMFY19239MAY,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_may18_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto May 2018,IIP,Industrial Statistics,All India,Monthly,May 2018,12 Jul 2018,IIPMFY19237MAY,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_may18_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto May 2018,IIP,Industrial Statistics,All India,Monthly,May 2018,12 Jul 2018,IIPMFY19240MAY,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_may18_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto May 2018,IIP,Industrial Statistics,All India,Monthly,May 2018,12 Jul 2018,IIPMFY19238MAY,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_may18_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto April 2018,IIP,Industrial Statistics,All India,Monthly,Apr 2018,12 Jun 2018,IIPMFY19240APR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_apr18_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto April 2018,IIP,Industrial Statistics,All India,Monthly,Apr 2018,12 Jun 2018,IIPMFY19241APR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_apr18_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto April 2018,IIP,Industrial Statistics,All India,Monthly,Apr 2018,12 Jun 2018,IIPMFY19244APR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_apr18_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto April 2018,IIP,Industrial Statistics,All India,Monthly,Apr 2018,12 Jun 2018,IIPMFY19242APR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2018-19/IndicesIIP2011-12Monthly_annual_apr18_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto March 2018,IIP,Industrial Statistics,All India,Monthly,Mar 2018,10 May 2018,IIPMFY18199MAR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_mar18_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto March 2018,IIP,Industrial Statistics,All India,Monthly,Mar 2018,10 May 2018,IIPMFY18197MAR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_mar18_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto March 2018,IIP,Industrial Statistics,All India,Monthly,Mar 2018,10 May 2018,IIPMFY18200MAR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_mar18_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto March 2018,IIP,Industrial Statistics,All India,Monthly,Mar 2018,10 May 2018,IIPMFY18198MAR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_mar18_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto February 2018,IIP,Industrial Statistics,All India,Monthly,Feb 2018,12 Apr 2018,IIPMFY18203FEB,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_feb18_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto February 2018,IIP,Industrial Statistics,All India,Monthly,Feb 2018,12 Apr 2018,IIPMFY18201FEB,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_feb18_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto February 2018,IIP,Industrial Statistics,All India,Monthly,Feb 2018,12 Apr 2018,IIPMFY18204FEB,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_feb18_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto February 2018,IIP,Industrial Statistics,All India,Monthly,Feb 2018,12 Apr 2018,IIPMFY18202FEB,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_feb18_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto January 2018,IIP,Industrial Statistics,All India,Monthly,Jan 2018,12 Mar 2018,IIPMFY18207JAN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_jan18_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto January 2018,IIP,Industrial Statistics,All India,Monthly,Jan 2018,12 Mar 2018,IIPMFY18205JAN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_jan18_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto January 2018,IIP,Industrial Statistics,All India,Monthly,Jan 2018,12 Mar 2018,IIPMFY18208JAN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_jan18_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto January 2018,IIP,Industrial Statistics,All India,Monthly,Jan 2018,12 Mar 2018,IIPMFY18206JAN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_jan18_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto December 2017,IIP,Industrial Statistics,All India,Monthly,Dec 2017,12 Feb 2018,IIPMFY18211DEC,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_dec17_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto December 2017,IIP,Industrial Statistics,All India,Monthly,Dec 2017,12 Feb 2018,IIPMFY18209DEC,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_dec17_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto December 2017,IIP,Industrial Statistics,All India,Monthly,Dec 2017,12 Feb 2018,IIPMFY18212DEC,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_dec17_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto December 2017,IIP,Industrial Statistics,All India,Monthly,Dec 2017,12 Feb 2018,IIPMFY18210DEC,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_dec17_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto November 2017,IIP,Industrial Statistics,All India,Monthly,Nov 2017,11 Jan 2018,IIPMFY18215NOV,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_nov17_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto November 2017,IIP,Industrial Statistics,All India,Monthly,Nov 2017,11 Jan 2018,IIPMFY18213NOV,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_nov17_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto November 2017,IIP,Industrial Statistics,All India,Monthly,Nov 2017,11 Jan 2018,IIPMFY18216NOV,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_nov17_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto November 2017,IIP,Industrial Statistics,All India,Monthly,Nov 2017,11 Jan 2018,IIPMFY18214NOV,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_nov17_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto October 2017,IIP,Industrial Statistics,All India,Monthly,Oct 2017,12 Dec 2017,IIPMFY18219OCT,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_oct17_NIC2d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto October 2017,IIP,Industrial Statistics,All India,Monthly,Oct 2017,12 Dec 2017,IIPMFY18217OCT,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_oct17_NIC2d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto October 2017,IIP,Industrial Statistics,All India,Monthly,Oct 2017,12 Dec 2017,IIPMFY18220OCT,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_oct17_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto October 2017,IIP,Industrial Statistics,All India,Monthly,Oct 2017,12 Dec 2017,IIPMFY18218OCT,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2017-18/IndicesIIP2011-12Monthly_annual_oct17_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
