Title,Product,Category,Geography,Frequency,Reference Period,Release Date,Table No,Download URL,Data Source,Description
Annual indices and growth rates (%) of industrial production as per use-based classification upto Nov 2024,IIP,Industrial Statistics,All India,Monthly,Nov 2024,10 Jan 2025,IIPMFY24031NOV,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011_12Monthly_annual_nov24_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto Nov 2024,IIP,Industrial Statistics,All India,Monthly,Nov 2024,10 Jan 2025,IIPMFY24032NOV,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_nov24_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto Oct 2024,IIP,Industrial Statistics,All India,Monthly,Oct 2024,12 Dec 2024,IIPMFY24025OCT,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_oct24_NIC%202d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto Oct 2024,IIP,Industrial Statistics,All India,Monthly,Oct 2024,12 Dec 2024,IIPMFY24026OCT,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_oct24_NIC%202d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto Oct 2024,IIP,Industrial Statistics,All India,Monthly,Oct 2024,12 Dec 2024,IIPMFY24027OCT,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011_12Monthly_annual_oct24_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto Oct 2024,IIP,Industrial Statistics,All India,Monthly,Oct 2024,12 Dec 2024,IIPMFY24028OCT,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_oct24_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto Sept 2024,IIP,Industrial Statistics,All India,Monthly,Sept 2024,12 Nov 2024,IIPMFY24021SEP,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_sep24_NIC%202d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto Sept 2024,IIP,Industrial Statistics,All India,Monthly,Sept 2024,12 Nov 2024,IIPMFY24022SEP,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_sep24_NIC%202d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto Sept 2024,IIP,Industrial Statistics,All India,Monthly,Sept 2024,12 Nov 2024,IIPMFY24023SEP,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011_12Monthly_annual_sep24_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto Sept 2024,IIP,Industrial Statistics,All India,Monthly,Sept 2024,12 Nov 2024,IIPMFY24024SEP,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_sep24_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto Aug 2024,IIP,Industrial Statistics,All India,Monthly,Aug 2024,11 Oct 2024,IIPMFY24017AUG,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_aug24_NIC%202d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto Aug 2024,IIP,Industrial Statistics,All India,Monthly,Aug 2024,11 Oct 2024,IIPMFY24018AUG,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_aug24_NIC%202d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto Aug 2024,IIP,Industrial Statistics,All India,Monthly,Aug 2024,11 Oct 2024,IIPMFY24019AUG,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011_12Monthly_annual_aug24_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto Aug 2024,IIP,Industrial Statistics,All India,Monthly,Aug 2024,11 Oct 2024,IIPMFY24020AUG,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_aug24_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto Jul 2024,IIP,Industrial Statistics,All India,Monthly,Jul 2024,12 Sep 2024,IIPMFY24013JUL,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_jul24_NIC%202d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto Jul 2024,IIP,Industrial Statistics,All India,Monthly,Jul 2024,12 Sep 2024,IIPMFY24014JUL,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_jul24_NIC%202d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto Jul 2024,IIP,Industrial Statistics,All India,Monthly,Jul 2024,12 Sep 2024,IIPMFY24015JUL,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011_12Monthly_annual_jul24_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto Jul 2024,IIP,Industrial Statistics,All India,Monthly,Jul 2024,12 Sep 2024,IIPMFY24016JUL,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_jul24_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto Jun 2024,IIP,Industrial Statistics,All India,Monthly,Jun 2024,12 Aug 2024,IIPMFY24009JUN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_jun24_NIC%202d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto Jun 2024,IIP,Industrial Statistics,All India,Monthly,Jun 2024,12 Aug 2024,IIPMFY24010JUN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_jun24_NIC%202d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto Jun 2024,IIP,Industrial Statistics,All India,Monthly,Jun 2024,12 Aug 2024,IIPMFY24011JUN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011_12Monthly_annual_jun24_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto Jun 2024,IIP,Industrial Statistics,All India,Monthly,Jun 2024,12 Aug 2024,IIPMFY24012JUN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_jun24_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto May 2024,IIP,Industrial Statistics,All India,Monthly,May 2024,12 Jul 2024,IIPMFY24005MAY,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_may24_NIC%202d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto May 2024,IIP,Industrial Statistics,All India,Monthly,May 2024,12 Jul 2024,IIPMFY24006MAY,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_may24_NIC%202d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto May 2024,IIP,Industrial Statistics,All India,Monthly,May 2024,12 Jul 2024,IIPMFY24007MAY,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011_12Monthly_annual_may24_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto May 2024,IIP,Industrial Statistics,All India,Monthly,May 2024,12 Jul 2024,IIPMFY24008MAY,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_may24_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto April 2024,IIP,Industrial Statistics,All India,Monthly,Apr 2024,12 Jun 2024,IIPMFY24001APR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_apr24_NIC%202d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto April 2024,IIP,Industrial Statistics,All India,Monthly,Apr 2024,12 Jun 2024,IIPMFY24002APR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_apr24_NIC%202d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto April 2024,IIP,Industrial Statistics,All India,Monthly,Apr 2024,12 Jun 2024,IIPMFY24003APR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011_12Monthly_annual_apr24_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto April 2024,IIP,Industrial Statistics,All India,Monthly,Apr 2024,12 Jun 2024,IIPMFY24004APR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2024-25/IndicesIIP2011-12Monthly_annual_apr24_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto March 2024,IIP,Industrial Statistics,All India,Monthly,Mar 2024,10 May 2024,IIPMFY23093MAR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2023-24/IndicesIIP2011-12Monthly_annual_mar24_NIC%202d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto March 2024,IIP,Industrial Statistics,All India,Monthly,Mar 2024,10 May 2024,IIPMFY23094MAR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2023-24/IndicesIIP2011-12Monthly_annual_mar24_NIC%202d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto March 2024,IIP,Industrial Statistics,All India,Monthly,Mar 2024,10 May 2024,IIPMFY23095MAR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2023-24/IndicesIIP2011_12Monthly_annual_mar24_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto March 2024,IIP,Industrial Statistics,All India,Monthly,Mar 2024,10 May 2024,IIPMFY23096MAR,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2023-24/IndicesIIP2011-12Monthly_annual_mar24_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto February 2024,IIP,Industrial Statistics,All India,Monthly,Feb 2024,12 Apr 2024,IIPMFY23089FEB,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2023-24/IndicesIIP2011-12Monthly_annual_feb24_NIC%202d_sectoralannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto February 2024,IIP,Industrial Statistics,All India,Monthly,Feb 2024,12 Apr 2024,IIPMFY23090FEB,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2023-24/IndicesIIP2011-12Monthly_annual_feb24_NIC%202d_sectoralmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto February 2024,IIP,Industrial Statistics,All India,Monthly,Feb 2024,12 Apr 2024,IIPMFY23091FEB,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2023-24/IndicesIIP2011_12Monthly_annual_feb24_UBCannual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto February 2024,IIP,Industrial Statistics,All India,Monthly,Feb 2024,12 Apr 2024,IIPMFY23092FEB,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2023-24/IndicesIIP2011-12Monthly_annual_feb24_UBCmonthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual NIC-2 digit and sectoral indices and growth rates as per IIP (%) calculated w.r.t. previous year upto January 2024,IIP,Industrial Statistics,All India,Monthly,Jan 2024,12 Mar 2024,IIPMFY24001JAN,"https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2023-24/IndicesIIP2011-12Monthly_annual_Jan24_NIC%202d,%20sectoral%20annual.xlsx","Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly NIC-2 digit and sectoral indices and growth rates of industrial production upto January 2024,IIP,Industrial Statistics,All India,Monthly,Jan 2024,12 Mar 2024,IIPMFY24002JAN,"https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2023-24/IndicesIIP2011-12Monthly_annual_Jan24_NIC%202d,%20sectoral%20monthly.xlsx","Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Annual indices and growth rates (%) of industrial production as per use-based classification upto January 2024,IIP,Industrial Statistics,All India,Monthly,Jan 2024,12 Mar 2024,IIPMFY24003JAN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2023-24/IndicesIIP2011-12Monthly_annual_Jan24_UBC%20annual.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
Monthly indices and growth rates of industrial production as per use-based classification upto January 2024,IIP,Industrial Statistics,All India,Monthly,Jan 2024,12 Mar 2024,IIPMFY24004JAN,https://esankhyiki.mospi.gov.in/datacatalogue/IIP/IIP2023-24/IndicesIIP2011-12Monthly_annual_Jan24_UBC%20monthly.xlsx,"Economic Statistics Division, MoSPI",The all India IIP is a composite indicator that measures the short-term changes in the volume of production of a basket of industrial products during a given period with respect to that in a chosen base period. It is compiled and published monthly by MoSPI with a time lag of six weeks from the reference month.
