Title,Product,Category,Geography,Frequency,Reference Period,Release Date,Table No,Download URL,Data Source,Description
"Statement 16: Percentage of persons reported not in education, employment or training (NEET)",MIS,National Sample Survey,All India,-,2020-21,07 Mar 2023,MISAFY210011ANN,https://esankhyiki.mospi.gov.in/datacatalogue/MIS/Statement_16.xlsx,National Sample Survey Office,The objectives of the Multiple Indicator Survey were (i) To collect information for developing estimates of some important Sustainable Development Goal (SDG) indicators (ii) To collect information Purchase/Construction of house(s)/ flat(s) by the household for residential purpose after 31.03.2014 and information on Migration.
Statement 17: Percentage distribution of NEET persons (15 - 29 years) by different type of activities they did during last 7 days precceding the date of survey,MIS,National Sample Survey,All India,-,2020-21,07 Mar 2023,MISAFY210012ANN,https://esankhyiki.mospi.gov.in/datacatalogue/MIS/Statement_17.xlsx,National Sample Survey Office,The objectives of the Multiple Indicator Survey were (i) To collect information for developing estimates of some important Sustainable Development Goal (SDG) indicators (ii) To collect information Purchase/Construction of house(s)/ flat(s) by the household for residential purpose after 31.03.2014 and information on Migration.
Statement 19: Percentage of persons who used mobile telephone with active sim card at least once during last three months preceding the date of the survey,MIS,National Sample Survey,All India,-,2020-21,07 Mar 2023,MISAFY210013ANN,https://esankhyiki.mospi.gov.in/datacatalogue/MIS/Statement_19.xlsx,National Sample Survey Office,The objectives of the Multiple Indicator Survey were (i) To collect information for developing estimates of some important Sustainable Development Goal (SDG) indicators (ii) To collect information Purchase/Construction of house(s)/ flat(s) by the household for residential purpose after 31.03.2014 and information on Migration.
Statement 21: Percentage of households reported access to broadband within the premises and mass media,MIS,National Sample Survey,All India,-,2020-21,07 Mar 2023,MISAFY210014ANN,https://esankhyiki.mospi.gov.in/datacatalogue/MIS/Statement_21.xlsx,National Sample Survey Office,The objectives of the Multiple Indicator Survey were (i) To collect information for developing estimates of some important Sustainable Development Goal (SDG) indicators (ii) To collect information Purchase/Construction of house(s)/ flat(s) by the household for residential purpose after 31.03.2014 and information on Migration.
Statement 22: Percentage of persons who have an account individually or jointly in any bank/ other financial institution/mobile money service provider,MIS,National Sample Survey,All India,-,2020-21,07 Mar 2023,MISAFY210015ANN,https://esankhyiki.mospi.gov.in/datacatalogue/MIS/Statement_22.xlsx,National Sample Survey Office,The objectives of the Multiple Indicator Survey were (i) To collect information for developing estimates of some important Sustainable Development Goal (SDG) indicators (ii) To collect information Purchase/Construction of house(s)/ flat(s) by the household for residential purpose after 31.03.2014 and information on Migration.
"Statement 23: Number of borrowers* per 1,00,000 persons",MIS,National Sample Survey,All India,-,2020-21,07 Mar 2023,MISAFY210016ANN,https://esankhyiki.mospi.gov.in/datacatalogue/MIS/Statement_23.xlsx,National Sample Survey Office,The objectives of the Multiple Indicator Survey were (i) To collect information for developing estimates of some important Sustainable Development Goal (SDG) indicators (ii) To collect information Purchase/Construction of house(s)/ flat(s) by the household for residential purpose after 31.03.2014 and information on Migration.
"Statement 24: Percentage of persons of age less than 5 years, who have ever registered with civil authority for birth certificate",MIS,National Sample Survey,All India,-,2020-21,07 Mar 2023,MISAFY210017ANN,https://esankhyiki.mospi.gov.in/datacatalogue/MIS/Statement_24.xlsx,National Sample Survey Office,The objectives of the Multiple Indicator Survey were (i) To collect information for developing estimates of some important Sustainable Development Goal (SDG) indicators (ii) To collect information Purchase/Construction of house(s)/ flat(s) by the household for residential purpose after 31.03.2014 and information on Migration.
Statement 28: Percentage distribution of different sources of finance from which maximum amount was financed by the household*,MIS,National Sample Survey,All India,-,2020-21,07 Mar 2023,MISAFY210018ANN,https://esankhyiki.mospi.gov.in/datacatalogue/MIS/Statement_28.xlsx,National Sample Survey Office,The objectives of the Multiple Indicator Survey were (i) To collect information for developing estimates of some important Sustainable Development Goal (SDG) indicators (ii) To collect information Purchase/Construction of house(s)/ flat(s) by the household for residential purpose after 31.03.2014 and information on Migration.
Statement 32: Percentage distribution of persons by the location of their last usual place of residence for different present place of residence,MIS,National Sample Survey,All India,-,2020-21,07 Mar 2023,MISAFY210019ANN,https://esankhyiki.mospi.gov.in/datacatalogue/MIS/Statement_32.xlsx,National Sample Survey Office,The objectives of the Multiple Indicator Survey were (i) To collect information for developing estimates of some important Sustainable Development Goal (SDG) indicators (ii) To collect information Purchase/Construction of house(s)/ flat(s) by the household for residential purpose after 31.03.2014 and information on Migration.
Statement 33: Percentage distribution of persons by main reason for leaving last usual place of residence,MIS,National Sample Survey,All India,-,2020-21,07 Mar 2023,MISAFY210020ANN,https://esankhyiki.mospi.gov.in/datacatalogue/MIS/Statement_33.xlsx,National Sample Survey Office,The objectives of the Multiple Indicator Survey were (i) To collect information for developing estimates of some important Sustainable Development Goal (SDG) indicators (ii) To collect information Purchase/Construction of house(s)/ flat(s) by the household for residential purpose after 31.03.2014 and information on Migration.
