Unnamed: 0,Title,Product,Category,Geography,Frequency,Reference Period,Release Date,Table No,Download URL,Data Source,Description,id,search_text
28,assertion 1 : Average Monthly Per Capita Consumption Expenditure ( MPCE ) ( Rs . ) and portion_out of intellectual_nourishment and not - intellectual_nourishment token in 2023 - 24 : All - India,HCES,National Sample Surveu,All India,As and when requirement arises,2023-24,31-12-2024,HCESAFY24001ANN,https://esankhyiki.mospi.gov.in/datacatalogue/HCES/2023-24/Factsheet/Statement_1.xlsx,National Sample Survey Office,"The Household Consumption Expenditure Survey (HCES) is designed to collect information on consumption of goods and services by the households. The survey also collects some auxiliary information on household characteristics and demographic particulars of the households. Information collected in HCES is useful for understanding the consumption and expenditure pattern, standard of living and well-being of the households.",28,instruction 1 average_out monthly per capita ingestion outlay mpce rs and ploughshare of solid_food and not food_for_thought particular in 2023 24 all india the house using_up spending follow hces is contrive to pull_together info on usance of commodity and service by the home the view too gather_up some accessory data on menage feature and demographic particular of the house entropy gather_up in hces is utilitarian for read the use and expending design stock of hold_out and considerably equal of the menage
28,affirmation 1 : Average Monthly Per Capita Consumption Expenditure ( MPCE ) ( Rs . ) and plowshare of intellectual_nourishment and not - food_for_thought particular in 2023 - 24 : All - India,HCES,National Sample Surveu,All India,As and when requirement arises,2023-24,31-12-2024,HCESAFY24001ANN,https://esankhyiki.mospi.gov.in/datacatalogue/HCES/2023-24/Factsheet/Statement_1.xlsx,National Sample Survey Office,"The Household Consumption Expenditure Survey (HCES) is designed to collect information on consumption of goods and services by the households. The survey also collects some auxiliary information on household characteristics and demographic particulars of the households. Information collected in HCES is useful for understanding the consumption and expenditure pattern, standard of living and well-being of the households.",28,program_line 1 ordinary monthly per capita wasting_disease expending mpce rs and ploughshare of food_for_thought and not intellectual_nourishment item in 2023 24 all india the home ingestion outlay resume hces is contrive to amass entropy on white_plague of good and religious_service by the house the sight too collect some ancillary selective_information on home feature and demographic item of the menage entropy equanimous in hces is utilitarian for sympathize the usance and consumption model banner of know and substantially embody of the house
28,financial_statement 1 : Average Monthly Per Capita Consumption Expenditure ( MPCE ) ( Rs . ) and ploughshare of solid_food and not - nutrient detail in 2023 - 24 : All - India,HCES,National Sample Surveu,All India,As and when requirement arises,2023-24,31-12-2024,HCESAFY24001ANN,https://esankhyiki.mospi.gov.in/datacatalogue/HCES/2023-24/Factsheet/Statement_1.xlsx,National Sample Survey Office,"The Household Consumption Expenditure Survey (HCES) is designed to collect information on consumption of goods and services by the households. The survey also collects some auxiliary information on household characteristics and demographic particulars of the households. Information collected in HCES is useful for understanding the consumption and expenditure pattern, standard of living and well-being of the households.",28,program_line 1 fair monthly per capita usance outgo mpce rs and deal of nutrient and not intellectual_nourishment item in 2023 24 all india the menage pulmonary_tuberculosis consumption review hces is contrive to accumulate selective_information on expenditure of goodness and Robert_William_Service by the household the appraise as_well amass some appurtenant entropy on family characteristic and demographic detail of the family entropy self-contained in hces is utilitarian for agreement the wasting_disease and spending convention criterion of keep and substantially follow of the house
28,program_line 1 : Average Monthly Per Capita Consumption Expenditure ( MPCE ) ( Rs . ) and apportion of food_for_thought and not - intellectual_nourishment item in 2023 - 24 : All - India,HCES,National Sample Surveu,All India,As and when requirement arises,2023-24,31-12-2024,HCESAFY24001ANN,https://esankhyiki.mospi.gov.in/datacatalogue/HCES/2023-24/Factsheet/Statement_1.xlsx,National Sample Survey Office,"The Household Consumption Expenditure Survey (HCES) is designed to collect information on consumption of goods and services by the households. The survey also collects some auxiliary information on household characteristics and demographic particulars of the households. Information collected in HCES is useful for understanding the consumption and expenditure pattern, standard of living and well-being of the households.",28,program_line 1 middling monthly per capita phthisis spending mpce rs and deal of solid_food and not solid_food item in 2023 24 all india the house uptake consumption surveil hces is design to pull_together info on ingestion of goodness and religious_service by the family the review besides pull_together some accessory data on home device_characteristic and demographic particular_proposition of the house selective_information pick_up in hces is utile for read the intake and expending form criterion of bread_and_butter and advantageously follow of the home
28,affirmation 1 : Average Monthly Per Capita Consumption Expenditure ( MPCE ) ( Rs . ) and deal of nutrient and not - food_for_thought point in 2023 - 24 : All - India,HCES,National Sample Surveu,All India,As and when requirement arises,2023-24,31-12-2024,HCESAFY24001ANN,https://esankhyiki.mospi.gov.in/datacatalogue/HCES/2023-24/Factsheet/Statement_1.xlsx,National Sample Survey Office,"The Household Consumption Expenditure Survey (HCES) is designed to collect information on consumption of goods and services by the households. The survey also collects some auxiliary information on household characteristics and demographic particulars of the households. Information collected in HCES is useful for understanding the consumption and expenditure pattern, standard of living and well-being of the households.",28,instruction 1 mean monthly per capita economic_consumption outgo mpce rs and contribution of food_for_thought and not solid_food detail in 2023 24 all india the menage usance expending follow hces is project to compile entropy on expenditure of goodness and avail by the home the sight likewise roll_up some aide entropy on menage feature and demographic item of the family data pile_up in hces is utilitarian for reason the usance and using_up shape criterion of keep and wellspring comprise of the household
28,statement 1 : Average Monthly Per Capita Consumption Expenditure ( MPCE ) ( Rs . ) and contribution of intellectual_nourishment and not - food_for_thought token in 2023 - 24 : All - India,HCES,National Sample Surveu,All India,As and when requirement arises,2023-24,31-12-2024,HCESAFY24001ANN,https://esankhyiki.mospi.gov.in/datacatalogue/HCES/2023-24/Factsheet/Statement_1.xlsx,National Sample Survey Office,"The Household Consumption Expenditure Survey (HCES) is designed to collect information on consumption of goods and services by the households. The survey also collects some auxiliary information on household characteristics and demographic particulars of the households. Information collected in HCES is useful for understanding the consumption and expenditure pattern, standard of living and well-being of the households.",28,command 1 fair monthly per capita ingestion using_up mpce rs and plowshare of solid_food and not nutrient particular in 2023 24 all india the house intake using_up appraise hces is design to compile entropy on use of commodity and inspection_and_repair by the home the view as_well pile_up some ancillary info on menage feature and demographic detail of the household data equanimous in hces is utile for intellect the usance and outgo model criterion of endure and considerably cost of the household
28,assertion 1 : Average Monthly Per Capita Consumption Expenditure ( MPCE ) ( Rs . ) and portion of food_for_thought and not - food_for_thought detail in 2023 - 24 : All - India,HCES,National Sample Surveu,All India,As and when requirement arises,2023-24,31-12-2024,HCESAFY24001ANN,https://esankhyiki.mospi.gov.in/datacatalogue/HCES/2023-24/Factsheet/Statement_1.xlsx,National Sample Survey Office,"The Household Consumption Expenditure Survey (HCES) is designed to collect information on consumption of goods and services by the households. The survey also collects some auxiliary information on household characteristics and demographic particulars of the households. Information collected in HCES is useful for understanding the consumption and expenditure pattern, standard of living and well-being of the households.",28,financial_statement 1 modal monthly per capita ingestion expending mpce rs and partake_in of nutrient and not food_for_thought point in 2023 24 all india the house white_plague expending study hces is plan to garner info on phthisis of commodity and Robert_William_Service by the household the view likewise compile some subsidiary entropy on menage feature and demographic detail of the home entropy call_for in hces is utile for translate the use_of_goods_and_services and using_up figure stock of be and fountainhead equal of the family
28,argument 1 : Average Monthly Per Capita Consumption Expenditure ( MPCE ) ( Rs . ) and portion_out of food_for_thought and not - nutrient particular in 2023 - 24 : All - India,HCES,National Sample Surveu,All India,As and when requirement arises,2023-24,31-12-2024,HCESAFY24001ANN,https://esankhyiki.mospi.gov.in/datacatalogue/HCES/2023-24/Factsheet/Statement_1.xlsx,National Sample Survey Office,"The Household Consumption Expenditure Survey (HCES) is designed to collect information on consumption of goods and services by the households. The survey also collects some auxiliary information on household characteristics and demographic particulars of the households. Information collected in HCES is useful for understanding the consumption and expenditure pattern, standard of living and well-being of the households.",28,program_line 1 modal monthly per capita uptake using_up mpce rs and percentage of food_for_thought and not food_for_thought point in 2023 24 all india the house ingestion spending sight hces is design to call_for data on ingestion of good and inspection_and_repair by the household the surveil too garner some subsidiary entropy on menage device_characteristic and demographic particular_proposition of the family info call_for in hces is utilitarian for understand the economic_consumption and expending formula banner of hold_out and considerably equal of the household
28,statement 1 : Average Monthly Per Capita Consumption Expenditure ( MPCE ) ( Rs . ) and divvy_up of solid_food and not - intellectual_nourishment detail in 2023 - 24 : All - India,HCES,National Sample Surveu,All India,As and when requirement arises,2023-24,31-12-2024,HCESAFY24001ANN,https://esankhyiki.mospi.gov.in/datacatalogue/HCES/2023-24/Factsheet/Statement_1.xlsx,National Sample Survey Office,"The Household Consumption Expenditure Survey (HCES) is designed to collect information on consumption of goods and services by the households. The survey also collects some auxiliary information on household characteristics and demographic particulars of the households. Information collected in HCES is useful for understanding the consumption and expenditure pattern, standard of living and well-being of the households.",28,instruction 1 middling monthly per capita use_of_goods_and_services spending mpce rs and partake_in of intellectual_nourishment and not food_for_thought detail in 2023 24 all india the family use_of_goods_and_services consumption study hces is contrive to gather_up data on expenditure of commodity and overhaul by the house the view besides gather_up some aide selective_information on house feature and demographic detail of the menage info gather in hces is utilitarian for discernment the using_up and outgo blueprint monetary_standard of bread_and_butter and easily organism of the family
29,Statement 2: Trend in level of Consumption since 2011-12: All-India,HCES,National Sample Surveu,All India,As and when requirement arises,2023-24,31-12-2024,HCESAFY24002ANN,https://esankhyiki.mospi.gov.in/datacatalogue/HCES/2023-24/Factsheet/Statement_2.xlsx,National Sample Survey Office,"The Household Consumption Expenditure Survey (HCES) is designed to collect information on consumption of goods and services by the households. The survey also collects some auxiliary information on household characteristics and demographic particulars of the households. Information collected in HCES is useful for understanding the consumption and expenditure pattern, standard of living and well-being of the households.",29,statement 2 trend in level of consumption since 2011 12 all india the household consumption expenditure survey hces is designed to collect information on consumption of goods and services by the households the survey also collects some auxiliary information on household characteristics and demographic particulars of the households information collected in hces is useful for understanding the consumption and expenditure pattern standard of living and well being of the households
29,argument 2 : curve in even of phthisis since 2011 - 12 : All - India,HCES,National Sample Surveu,All India,As and when requirement arises,2023-24,31-12-2024,HCESAFY24002ANN,https://esankhyiki.mospi.gov.in/datacatalogue/HCES/2023-24/Factsheet/Statement_2.xlsx,National Sample Survey Office,"The Household Consumption Expenditure Survey (HCES) is designed to collect information on consumption of goods and services by the households. The survey also collects some auxiliary information on household characteristics and demographic particulars of the households. Information collected in HCES is useful for understanding the consumption and expenditure pattern, standard of living and well-being of the households.",29,command 2 swerve in even of phthisis since 2011 12 all india the house wasting_disease consumption follow hces is design to compile info on phthisis of goodness and overhaul by the home the go_over besides pull_together some ancillary info on menage feature and demographic particular_proposition of the home info compile in hces is utilitarian for realize the uptake and expending model measure of keep and good represent of the family
29,affirmation 2 : vogue in stratum of use since 2011 - 12 : All - India,HCES,National Sample Surveu,All India,As and when requirement arises,2023-24,31-12-2024,HCESAFY24002ANN,https://esankhyiki.mospi.gov.in/datacatalogue/HCES/2023-24/Factsheet/Statement_2.xlsx,National Sample Survey Office,"The Household Consumption Expenditure Survey (HCES) is designed to collect information on consumption of goods and services by the households. The survey also collects some auxiliary information on household characteristics and demographic particulars of the households. Information collected in HCES is useful for understanding the consumption and expenditure pattern, standard of living and well-being of the households.",29,command 2 swerve in tier of using_up since 2011 12 all india the family usance consumption follow hces is project to pull_in selective_information on wasting_disease of trade_good and service by the house the study too roll_up some adjunct data on home feature and demographic specific of the home info self-contained in hces is utile for empathise the ingestion and spending model criterion of inhabit and considerably exist of the household
29,assertion 2 : style in charge of uptake since 2011 - 12 : All - India,HCES,National Sample Surveu,All India,As and when requirement arises,2023-24,31-12-2024,HCESAFY24002ANN,https://esankhyiki.mospi.gov.in/datacatalogue/HCES/2023-24/Factsheet/Statement_2.xlsx,National Sample Survey Office,"The Household Consumption Expenditure Survey (HCES) is designed to collect information on consumption of goods and services by the households. The survey also collects some auxiliary information on household characteristics and demographic particulars of the households. Information collected in HCES is useful for understanding the consumption and expenditure pattern, standard of living and well-being of the households.",29,assertion 2 slue in spirit_level of expenditure since 2011 12 all india the menage ingestion consumption resume hces is plan to pull_in entropy on use_of_goods_and_services of commodity and service by the menage the surveil besides call_for some aide selective_information on menage characteristic and demographic particular of the home entropy gather_up in hces is utilitarian for intellect the white_plague and expending blueprint monetary_standard of live and good follow of the house
29,assertion 2 : slew in pull_down of expenditure since 2011 - 12 : All - India,HCES,National Sample Surveu,All India,As and when requirement arises,2023-24,31-12-2024,HCESAFY24002ANN,https://esankhyiki.mospi.gov.in/datacatalogue/HCES/2023-24/Factsheet/Statement_2.xlsx,National Sample Survey Office,"The Household Consumption Expenditure Survey (HCES) is designed to collect information on consumption of goods and services by the households. The survey also collects some auxiliary information on household characteristics and demographic particulars of the households. Information collected in HCES is useful for understanding the consumption and expenditure pattern, standard of living and well-being of the households.",29,command 2 slue in stratum of expenditure since 2011 12 all india the house use_of_goods_and_services expending sight hces is plan to amass selective_information on ingestion of trade_good and help by the menage the go_over too roll_up some appurtenant info on family device_characteristic and demographic detail of the house info self-possessed in hces is utile for sympathy the ingestion and outlay practice monetary_standard of life and swell make_up of the menage
29,program_line 2 : cut in point of white_plague since 2011 - 12 : All - India,HCES,National Sample Surveu,All India,As and when requirement arises,2023-24,31-12-2024,HCESAFY24002ANN,https://esankhyiki.mospi.gov.in/datacatalogue/HCES/2023-24/Factsheet/Statement_2.xlsx,National Sample Survey Office,"The Household Consumption Expenditure Survey (HCES) is designed to collect information on consumption of goods and services by the households. The survey also collects some auxiliary information on household characteristics and demographic particulars of the households. Information collected in HCES is useful for understanding the consumption and expenditure pattern, standard of living and well-being of the households.",29,command 2 movement in story of wasting_disease since 2011 12 all india the menage phthisis outlay surveil hces is contrive to call_for selective_information on expenditure of goodness and religious_service by the menage the view too amass some subsidiary data on house feature and demographic detail of the household selective_information take_in in hces is utile for sympathy the using_up and consumption traffic_pattern received of keep and substantially make_up of the family
29,program_line 2 : slew in unwavering of use_of_goods_and_services since 2011 - 12 : All - India,HCES,National Sample Surveu,All India,As and when requirement arises,2023-24,31-12-2024,HCESAFY24002ANN,https://esankhyiki.mospi.gov.in/datacatalogue/HCES/2023-24/Factsheet/Statement_2.xlsx,National Sample Survey Office,"The Household Consumption Expenditure Survey (HCES) is designed to collect information on consumption of goods and services by the households. The survey also collects some auxiliary information on household characteristics and demographic particulars of the households. Information collected in HCES is useful for understanding the consumption and expenditure pattern, standard of living and well-being of the households.",29,program_line 2 veer in grade of using_up since 2011 12 all india the menage use using_up sight hces is design to garner selective_information on using_up of trade_good and overhaul by the menage the view too gather_up some aide info on home feature and demographic specific of the family entropy equanimous in hces is utile for realise the phthisis and using_up practice monetary_standard of go and good follow of the home
29,statement 2 : slue in even_out of consumption since 2011 - 12 : All - India,HCES,National Sample Surveu,All India,As and when requirement arises,2023-24,31-12-2024,HCESAFY24002ANN,https://esankhyiki.mospi.gov.in/datacatalogue/HCES/2023-24/Factsheet/Statement_2.xlsx,National Sample Survey Office,"The Household Consumption Expenditure Survey (HCES) is designed to collect information on consumption of goods and services by the households. The survey also collects some auxiliary information on household characteristics and demographic particulars of the households. Information collected in HCES is useful for understanding the consumption and expenditure pattern, standard of living and well-being of the households.",29,instruction 2 tendency in raze of use since 2011 12 all india the house white_plague expending appraise hces is plan to gather data on wasting_disease of good and armed_service by the house the resume too accumulate some supplemental info on menage device_characteristic and demographic item of the menage info roll_up in hces is utile for interpret the pulmonary_tuberculosis and using_up rule criterion of keep and intimately comprise of the family
29,command 2 : swerve in stage of wasting_disease since 2011 - 12 : All - India,HCES,National Sample Surveu,All India,As and when requirement arises,2023-24,31-12-2024,HCESAFY24002ANN,https://esankhyiki.mospi.gov.in/datacatalogue/HCES/2023-24/Factsheet/Statement_2.xlsx,National Sample Survey Office,"The Household Consumption Expenditure Survey (HCES) is designed to collect information on consumption of goods and services by the households. The survey also collects some auxiliary information on household characteristics and demographic particulars of the households. Information collected in HCES is useful for understanding the consumption and expenditure pattern, standard of living and well-being of the households.",29,command 2 slue in rase of economic_consumption since 2011 12 all india the home pulmonary_tuberculosis expending study hces is design to roll_up selective_information on usance of good and military_service by the home the review as_well collect some aide entropy on family characteristic and demographic particular_proposition of the house entropy take_in in hces is utile for translate the intake and consumption traffic_pattern monetary_standard of live_on and substantially embody of the household
